-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-7.692595788324433359e-01,-7.692595788324433359e-01,-7.692595788324433359e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-7.692595788324433359e-01,-7.692595788324433359e-01,-7.692595788324433359e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-7.692595788324433359e-01,-7.692595788324433359e-01,-7.692595788324433359e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-7.692595788324433359e-01,-7.692595788324433359e-01,-7.692595788324433359e-01
-7.692595788324433359e-01,-7.692595788324433359e-01,-7.692595788324433359e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-5.258230032525562647e-01,1.665106176966427931e+00,-5.258230032525562647e-01
-7.692595788324433359e-01,-7.692595788324433359e-01,-7.692595788324433359e-01
